timestamp_utc,open,high,low,close
2018-06-11 02:00:00,1.34189,1.34247,1.34161,1.34205
2018-06-11 03:00:00,1.34199,1.34235,1.34095,1.34124
2018-06-11 04:00:00,1.34119,1.34127,1.34077,1.34097
2018-06-11 05:00:00,1.34098,1.34132,1.34068,1.34126
2018-06-11 06:00:00,1.34125,1.34126,1.34033,1.34050
2018-06-11 07:00:00,1.34050,1.34360,1.34013,1.34257
2018-06-11 08:00:00,1.34256,1.34409,1.34208,1.34216
2018-06-11 09:00:00,1.34214,1.34302,1.33632,1.33665
2018-06-11 10:00:00,1.33668,1.33725,1.33602,1.33675
2018-06-11 11:00:00,1.33677,1.33719,1.33443,1.33549
2018-06-11 12:00:00,1.33548,1.33665,1.33478,1.33665
2018-06-11 13:00:00,1.33667,1.33784,1.33623,1.33783
2018-06-11 14:00:00,1.33785,1.33905,1.33718,1.33851
2018-06-11 15:00:00,1.33853,1.34022,1.33792,1.33930
2018-06-11 16:00:00,1.33931,1.33941,1.33792,1.33843
2018-06-11 17:00:00,1.33844,1.33846,1.33731,1.33791
2018-06-11 18:00:00,1.33789,1.33806,1.33658,1.33682
2018-06-11 19:00:00,1.33681,1.33812,1.33671,1.33792
2018-06-11 20:00:00,1.33792,1.33849,1.33787,1.33822
2018-06-11 21:00:00,1.33826,1.33831,1.33730,1.33730
2018-06-11 22:00:00,1.33755,1.33827,1.33755,1.33768
2018-06-11 23:00:00,1.33770,1.33809,1.33747,1.33778
2018-06-12 00:00:00,1.33770,1.33805,1.33709,1.33712
2018-06-12 01:00:00,1.33709,1.33714,1.33460,1.33546
2018-06-12 02:00:00,1.33541,1.33604,1.33471,1.33580
2018-06-12 03:00:00,1.33581,1.33660,1.33554,1.33647
2018-06-12 04:00:00,1.33648,1.33648,1.33583,1.33594
2018-06-12 05:00:00,1.33595,1.33644,1.33575,1.33626
2018-06-12 06:00:00,1.33628,1.33688,1.33622,1.33637
2018-06-12 07:00:00,1.33641,1.33652,1.33416,1.33506
2018-06-12 08:00:00,1.33505,1.34033,1.33493,1.33955
2018-06-12 09:00:00,1.33957,1.34183,1.33800,1.34010
2018-06-12 10:00:00,1.33994,1.34115,1.33931,1.33932
2018-06-12 11:00:00,1.33939,1.33981,1.33847,1.33905
2018-06-12 12:00:00,1.33899,1.33974,1.33742,1.33827
2018-06-12 13:00:00,1.33825,1.33829,1.33566,1.33779
2018-06-12 14:00:00,1.33777,1.33785,1.33503,1.33573
2018-06-12 15:00:00,1.33571,1.33730,1.33510,1.33517
2018-06-12 16:00:00,1.33518,1.34192,1.33497,1.34180
2018-06-12 17:00:00,1.34179,1.34243,1.33920,1.33945
2018-06-12 18:00:00,1.33946,1.33970,1.33764,1.33815
2018-06-12 19:00:00,1.33815,1.33815,1.33604,1.33745
2018-06-12 20:00:00,1.33750,1.33766,1.33711,1.33741
2018-06-12 21:00:00,1.33742,1.33759,1.33702,1.33718
2018-06-12 22:00:00,1.33692,1.33750,1.33692,1.33720
2018-06-12 23:00:00,1.33724,1.33734,1.33668,1.33692
2018-06-13 00:00:00,1.33694,1.33744,1.33691,1.33735
2018-06-13 01:00:00,1.33735,1.33747,1.33654,1.33669
2018-06-13 02:00:00,1.33669,1.33675,1.33603,1.33653
2018-06-13 03:00:00,1.33651,1.33675,1.33604,1.33636
2018-06-13 04:00:00,1.33635,1.33649,1.33582,1.33625
2018-06-13 05:00:00,1.33625,1.33643,1.33581,1.33587
2018-06-13 06:00:00,1.33587,1.33703,1.33587,1.33669
2018-06-13 07:00:00,1.33668,1.33668,1.33523,1.33556
2018-06-13 08:00:00,1.33555,1.33627,1.33440,1.33493
2018-06-13 09:00:00,1.33491,1.33505,1.33117,1.33240
2018-06-13 10:00:00,1.33241,1.33415,1.33080,1.33380
2018-06-13 11:00:00,1.33380,1.33451,1.33285,1.33292
2018-06-13 12:00:00,1.33292,1.33334,1.33246,1.33301
2018-06-13 13:00:00,1.33299,1.33506,1.33293,1.33498
2018-06-13 14:00:00,1.33498,1.33567,1.33418,1.33502
2018-06-13 15:00:00,1.33504,1.33723,1.33474,1.33662
2018-06-13 16:00:00,1.33663,1.33797,1.33657,1.33772
2018-06-13 17:00:00,1.33771,1.33890,1.33763,1.33859
2018-06-13 18:00:00,1.33861,1.33884,1.33797,1.33839
2018-06-13 19:00:00,1.33674,1.33777,1.33181,1.33564
2018-06-13 20:00:00,1.33562,1.33836,1.33553,1.33755
2018-06-13 21:00:00,1.33753,1.33776,1.33673,1.33726
2018-06-13 22:00:00,1.33716,1.33752,1.33682,1.33743
2018-06-13 23:00:00,1.33743,1.33841,1.33741,1.33786
2018-06-14 00:00:00,1.33790,1.33831,1.33786,1.33810
2018-06-14 01:00:00,1.33811,1.33829,1.33726,1.33739
2018-06-14 02:00:00,1.33740,1.33799,1.33700,1.33767
2018-06-14 03:00:00,1.33767,1.33867,1.33727,1.33849
2018-06-14 04:00:00,1.33850,1.33892,1.33816,1.33878
2018-06-14 05:00:00,1.33878,1.33945,1.33870,1.33923
2018-06-14 06:00:00,1.33922,1.33979,1.33881,1.33917
2018-06-14 07:00:00,1.33916,1.34027,1.33892,1.34027
2018-06-14 08:00:00,1.34027,1.34106,1.33920,1.34009
2018-06-14 09:00:00,1.34007,1.34464,1.33972,1.34400
2018-06-14 10:00:00,1.34402,1.34435,1.34310,1.34342
2018-06-14 11:00:00,1.34341,1.34345,1.34167,1.34312
2018-06-14 12:00:00,1.34315,1.34405,1.33845,1.33866
2018-06-14 13:00:00,1.33867,1.33910,1.33330,1.33330
2018-06-14 14:00:00,1.33332,1.33420,1.33131,1.33242
2018-06-14 15:00:00,1.33244,1.33338,1.33044,1.33322
2018-06-14 16:00:00,1.33323,1.33499,1.33160,1.33318
2018-06-14 17:00:00,1.33318,1.33351,1.32839,1.33002
2018-06-14 18:00:00,1.33001,1.33122,1.32792,1.32844
2018-06-14 19:00:00,1.32845,1.32878,1.32697,1.32813
2018-06-14 20:00:00,1.32810,1.32920,1.32767,1.32773
2018-06-14 21:00:00,1.32773,1.32817,1.32571,1.32580
2018-06-14 22:00:00,1.32585,1.32633,1.32549,1.32613
2018-06-14 23:00:00,1.32615,1.32720,1.32613,1.32697
2018-06-15 00:00:00,1.32705,1.32718,1.32532,1.32542
2018-06-15 01:00:00,1.32539,1.32584,1.32446,1.32485
2018-06-15 02:00:00,1.32486,1.32580,1.32478,1.32577
2018-06-15 03:00:00,1.32578,1.32580,1.32495,1.32533
2018-06-15 04:00:00,1.32532,1.32546,1.32465,1.32469
2018-06-15 05:00:00,1.32469,1.32526,1.32467,1.32525
2018-06-15 06:00:00,1.32525,1.32550,1.32373,1.32386
2018-06-15 07:00:00,1.32383,1.32436,1.32285,1.32402
2018-06-15 08:00:00,1.32403,1.32568,1.32111,1.32500
2018-06-15 09:00:00,1.32501,1.32758,1.32490,1.32719
2018-06-15 10:00:00,1.32719,1.32913,1.32642,1.32806
2018-06-15 11:00:00,1.32811,1.32912,1.32528,1.32897
2018-06-15 12:00:00,1.32896,1.32920,1.32736,1.32755
2018-06-15 13:00:00,1.32754,1.32855,1.32648,1.32769
2018-06-15 14:00:00,1.32768,1.32891,1.32595,1.32616
2018-06-15 15:00:00,1.32614,1.32976,1.32600,1.32852
2018-06-15 16:00:00,1.32853,1.32981,1.32737,1.32818
2018-06-15 17:00:00,1.32817,1.32848,1.32736,1.32843
2018-06-15 18:00:00,1.32843,1.32885,1.32760,1.32853
2018-06-15 19:00:00,1.32857,1.32866,1.32788,1.32810
2018-06-15 20:00:00,1.32809,1.32852,1.32746,1.32780
2018-06-15 21:00:00,1.32778,1.32857,1.32731,1.32731
2018-06-17 22:00:00,1.32616,1.32784,1.32615,1.32730
2018-06-17 23:00:00,1.32752,1.32768,1.32705,1.32708
2018-06-18 00:00:00,1.32707,1.32760,1.32707,1.32755
2018-06-18 01:00:00,1.32755,1.32757,1.32625,1.32627
2018-06-18 02:00:00,1.32626,1.32726,1.32616,1.32722
2018-06-18 03:00:00,1.32719,1.32732,1.32629,1.32660
2018-06-18 04:00:00,1.32661,1.32713,1.32660,1.32708
2018-06-18 05:00:00,1.32709,1.32711,1.32675,1.32679
2018-06-18 06:00:00,1.32680,1.32733,1.32671,1.32705
2018-06-18 07:00:00,1.32707,1.32744,1.32447,1.32447
2018-06-18 08:00:00,1.32445,1.32485,1.32267,1.32277
2018-06-18 09:00:00,1.32275,1.32418,1.32256,1.32417
2018-06-18 10:00:00,1.32417,1.32562,1.32378,1.32473
2018-06-18 11:00:00,1.32473,1.32635,1.32458,1.32573
2018-06-18 12:00:00,1.32569,1.32576,1.32386,1.32482
2018-06-18 13:00:00,1.32483,1.32540,1.32332,1.32421
2018-06-18 14:00:00,1.32419,1.32455,1.32300,1.32400
2018-06-18 15:00:00,1.32400,1.32521,1.32331,1.32400
2018-06-18 16:00:00,1.32399,1.32593,1.32362,1.32460
2018-06-18 17:00:00,1.32460,1.32492,1.32355,1.32408
2018-06-18 18:00:00,1.32407,1.32506,1.32356,1.32479
2018-06-18 19:00:00,1.32478,1.32529,1.32399,1.32400
2018-06-18 20:00:00,1.32400,1.32471,1.32379,1.32409
